국가별,시점,수출금액[천불],수입금액[천불],무역수지[천불]
호주,2022.02 월,1090496,3319970,-2229475
호주,2022.03 월,1669483,4394022,-2724539
호주,2022.04 월,1575454,2936619,-1361165
호주,2022.05 월,1970570,3832748,-1862179
호주,2022.06 월,1578813,3736348,-2157535
호주,2022.07 월,1964554,4225125,-2260572
호주,2022.08 월,1767023,4006709,-2239687
호주,2022.09 월,1567683,3765504,-2197821
호주,2022.10 월,1372837,3233994,-1861157
호주,2022.11 월,1753465,3860935,-2107470
호주,2022.12 월,1381286,3662003,-2280717
호주,2023.01 월,1304488,4121098,-2816610
호주,2023.02 월,1435308,3478331,-2043024
호주,2023.03 월,1385126,2776432,-1391305
호주,2023.04 월,1264425,2514774,-1250349
호주,2023.05 월,1604423,2439947,-835524
호주,2023.06 월,1329193,2512810,-1183616
필리핀,2019.01 월,862421,224601,637820
필리핀,2019.02 월,647904,261486,386418
필리핀,2019.03 월,696238,324883,371356
필리핀,2019.04 월,725998,359417,366581
필리핀,2019.05 월,716841,383131,333710
필리핀,2019.06 월,723905,377536,346369
필리핀,2019.07 월,783143,328980,454163
필리핀,2019.08 월,645902,291530,354372
필리핀,2019.09 월,646316,257691,388624
필리핀,2019.10 월,612362,303354,309008
필리핀,2019.11 월,642696,273031,369665
필리핀,2019.12 월,661613,272369,389245
필리핀,2020.01 월,715652,257011,458641
필리핀,2020.02 월,639404,236643,402760
필리핀,2020.03 월,576914,304817,272097
필리핀,2020.04 월,585310,205330,379980
필리핀,2020.05 월,518615,204003,314612
필리핀,2020.06 월,560728,239475,321254
필리핀,2020.07 월,593035,260593,332442
필리핀,2020.08 월,566775,213218,353557
필리핀,2020.09 월,670009,235531,434478
필리핀,2020.10 월,573001,305988,267013
필리핀,2020.11 월,619125,282265,336859
필리핀,2020.12 월,507869,341082,166787
필리핀,2021.01 월,720600,280757,439843
필리핀,2021.02 월,584816,246999,337817
필리핀,2021.03 월,654350,311912,342437
필리핀,2021.04 월,617628,297947,319682
필리핀,2021.05 월,671001,267901,403100
필리핀,2021.06 월,770671,285862,484808
필리핀,2021.07 월,786896,352739,434157
필리핀,2021.08 월,819657,361878,457779
필리핀,2021.09 월,928034,368925,559109
필리핀,2021.10 월,984263,363494,620770
필리핀,2021.11 월,959547,428682,530866
필리핀,2021.12 월,1161609,326642,834966
필리핀,2022.01 월,979063,400283,578781
필리핀,2022.02 월,996592,391550,605042
필리핀,2022.03 월,1160444,446631,713813
필리핀,2022.04 월,1234243,349917,884326
필리핀,2022.05 월,1264887,423785,841101
필리핀,2022.06 월,1232978,403204,829774
필리핀,2022.07 월,1209542,440027,769515
필리핀,2022.08 월,998707,459646,539061
필리핀,2022.09 월,935406,458819,476587
필리핀,2022.10 월,781807,524624,257183
필리핀,2022.11 월,752154,479568,272585
필리핀,2022.12 월,760255,399557,360698
필리핀,2023.01 월,850450,462395,388055
필리핀,2023.02 월,641460,399206,242254
필리핀,2023.03 월,789485,411195,378289
필리핀,2023.04 월,791146,334766,456381
필리핀,2023.05 월,769480,376846,392634
필리핀,2023.06 월,654554,377504,277050
말레이시아,2019.01 월,943094,895751,47343
말레이시아,2019.02 월,604625,736182,-131557
말레이시아,2019.03 월,730149,785003,-54854
말레이시아,2019.04 월,704578,665067,39511
말레이시아,2019.05 월,809083,733334,75750
말레이시아,2019.06 월,697488,676814,20674
말레이시아,2019.07 월,733402,711539,21863
말레이시아,2019.08 월,798939,743106,55833
말레이시아,2019.09 월,744023,761826,-17803
말레이시아,2019.10 월,773673,872728,-99055
말레이시아,2019.11 월,598023,756641,-158618
말레이시아,2019.12 월,706421,941948,-235527
말레이시아,2020.01 월,2278461,969919,1308542
말레이시아,2020.02 월,685743,841727,-155984
말레이시아,2020.03 월,698705,767340,-68636
말레이시아,2020.04 월,508540,577542,-69002
말레이시아,2020.05 월,431529,591759,-160230
말레이시아,2020.06 월,471842,649030,-177188
말레이시아,2020.07 월,559760,691648,-131888
말레이시아,2020.08 월,574612,711193,-136581
말레이시아,2020.09 월,739204,739780,-576
말레이시아,2020.10 월,653090,702518,-49428
말레이시아,2020.11 월,664589,708691,-44102
말레이시아,2020.12 월,812077,941417,-129340
말레이시아,2021.01 월,640337,715623,-75286
말레이시아,2021.02 월,719892,784989,-65098
말레이시아,2021.03 월,729309,837988,-108679
말레이시아,2021.04 월,799769,776237,23532
말레이시아,2021.05 월,935343,923161,12182
말레이시아,2021.06 월,772821,902933,-130112
말레이시아,2021.07 월,745959,890220,-144261
말레이시아,2021.08 월,714211,710923,3289
말레이시아,2021.09 월,842732,924906,-82174
말레이시아,2021.10 월,1025860,999565,26295
말레이시아,2021.11 월,954468,845604,108864
말레이시아,2021.12 월,1226627,1144029,82598
말레이시아,2022.01 월,852348,1563302,-710954
말레이시아,2022.02 월,905119,1208933,-303815
말레이시아,2022.03 월,982354,1325683,-343329
말레이시아,2022.04 월,1012967,1168138,-155171
말레이시아,2022.05 월,897014,997825,-100811
말레이시아,2022.06 월,1007057,966204,40853
말레이시아,2022.07 월,1335639,1220666,114973
말레이시아,2022.08 월,1213956,1255579,-41623
말레이시아,2022.09 월,919007,1764247,-845239
말레이시아,2022.10 월,717097,1320383,-603286
말레이시아,2022.11 월,827644,1196759,-369115
말레이시아,2022.12 월,803277,1261341,-458063
말레이시아,2023.01 월,852163,1362410,-510247
말레이시아,2023.02 월,781274,1399866,-618592
말레이시아,2023.03 월,758700,1370858,-612158
말레이시아,2023.04 월,649577,1023545,-373968
말레이시아,2023.05 월,651741,1386188,-734446
말레이시아,2023.06 월,760433,1405591,-645158
러시아 연방,2019.01 월,653642,1164148,-510507
러시아 연방,2019.02 월,575262,1338198,-762935
러시아 연방,2019.03 월,643787,1395510,-751723
러시아 연방,2019.04 월,697127,1034949,-337822
러시아 연방,2019.05 월,747590,1056367,-308777
러시아 연방,2019.06 월,650126,1044752,-394626
러시아 연방,2019.07 월,685976,1312236,-626261
러시아 연방,2019.08 월,637943,1272998,-635056
러시아 연방,2019.09 월,680767,998326,-317559
러시아 연방,2019.10 월,635309,1461677,-826368
러시아 연방,2019.11 월,594627,1248108,-653481
러시아 연방,2019.12 월,571978,1239237,-667258
러시아 연방,2020.01 월,523531,1265685,-742154
러시아 연방,2020.02 월,540899,1225829,-684930
러시아 연방,2020.03 월,580221,1295146,-714925
러시아 연방,2020.04 월,426823,725113,-298290
러시아 연방,2020.05 월,366598,721796,-355198
러시아 연방,2020.06 월,420056,622940,-202884
러시아 연방,2020.07 월,599202,810025,-210823
러시아 연방,2020.08 월,505635,674787,-169151
러시아 연방,2020.09 월,691551,749834,-58283
러시아 연방,2020.10 월,789161,835235,-46074
러시아 연방,2020.11 월,699100,808648,-109548
러시아 연방,2020.12 월,757190,895156,-137965
러시아 연방,2021.01 월,666384,1001030,-334646
러시아 연방,2021.02 월,665404,879841,-214436
러시아 연방,2021.03 월,793111,1125761,-332651
러시아 연방,2021.04 월,836356,1560840,-724484
러시아 연방,2021.05 월,772787,1294682,-521895
러시아 연방,2021.06 월,961017,1310181,-349164
러시아 연방,2021.07 월,806026,1183477,-377450
러시아 연방,2021.08 월,674274,1537346,-863072
러시아 연방,2021.09 월,1083206,1602907,-519701
러시아 연방,2021.10 월,805868,1524646,-718778
러시아 연방,2021.11 월,857756,2312061,-1454305
러시아 연방,2021.12 월,1057351,2023922,-966571
러시아 연방,2022.01 월,807990,2016619,-1208629
러시아 연방,2022.02 월,931565,1708454,-776889
러시아 연방,2022.03 월,349729,1656503,-1306773
러시아 연방,2022.04 월,244837,1682872,-1438035
러시아 연방,2022.05 월,313499,1068994,-755495
러시아 연방,2022.06 월,337363,802197,-464835
러시아 연방,2022.07 월,462934,852331,-389397
러시아 연방,2022.08 월,438303,923885,-485582
러시아 연방,2022.09 월,502047,946436,-444388
러시아 연방,2022.10 월,646431,981854,-335423
러시아 연방,2022.11 월,791746,1112094,-320348
러시아 연방,2022.12 월,501729,1065124,-563394
러시아 연방,2023.01 월,476813,791971,-315158
러시아 연방,2023.02 월,513598,867539,-353941
러시아 연방,2023.03 월,677042,914156,-237114
러시아 연방,2023.04 월,771816,815952,-44135
러시아 연방,2023.05 월,639078,805839,-166761
러시아 연방,2023.06 월,745544,750512,-4967
태국,2019.01 월,701508,466518,234990
태국,2019.02 월,607240,420985,186255
태국,2019.03 월,675540,436829,238711
태국,2019.04 월,665504,499067,166437
태국,2019.05 월,677889,455992,221897
태국,2019.06 월,634848,481495,153353
태국,2019.07 월,654737,489135,165602
태국,2019.08 월,617440,402955,214485
태국,2019.09 월,662282,404788,257494
태국,2019.10 월,642156,453105,189051
태국,2019.11 월,671584,384252,287332
태국,2019.12 월,593367,422480,170887
태국,2020.01 월,605976,430110,175866
태국,2020.02 월,646412,445459,200952
태국,2020.03 월,596527,460703,135824
태국,2020.04 월,514879,420978,93901
태국,2020.05 월,357444,392692,-35247
태국,2020.06 월,457251,436197,21054
태국,2020.07 월,534346,436803,97543
태국,2020.08 월,541161,391215,149946
태국,2020.09 월,602661,418809,183852
태국,2020.10 월,617775,445658,172117
태국,2020.11 월,700983,436479,264504
태국,2020.12 월,677268,481429,195839
태국,2021.01 월,651387,455623,195764
태국,2021.02 월,642186,495971,146216
태국,2021.03 월,851091,601984,249107
태국,2021.04 월,761700,582373,179327
태국,2021.05 월,724331,598401,125931
태국,2021.06 월,680938,651294,29644
태국,2021.07 월,777135,624971,152163
태국,2021.08 월,692951,601298,91652
태국,2021.09 월,643974,597923,46051
태국,2021.10 월,677841,580766,97075
태국,2021.11 월,706258,595871,110387
태국,2021.12 월,714433,628271,86162
태국,2022.01 월,770246,555686,214559
태국,2022.02 월,684582,671320,13262
태국,2022.03 월,786644,761291,25353
태국,2022.04 월,777160,723400,53761
태국,2022.05 월,792675,683648,109027
태국,2022.06 월,729571,720283,9288
태국,2022.07 월,749240,739350,9890
태국,2022.08 월,693406,708581,-15175
태국,2022.09 월,703126,611543,91582
태국,2022.10 월,576577,592898,-16321
태국,2022.11 월,670716,564487,106229
태국,2022.12 월,650223,544206,106017
태국,2023.01 월,669412,556220,113192
태국,2023.02 월,689457,609875,79582
태국,2023.03 월,716584,723891,-7307
태국,2023.04 월,594571,589542,5029
태국,2023.05 월,649928,684440,-34512
태국,2023.06 월,672358,687389,-15031
영국,2019.01 월,713896,352432,361463
영국,2019.02 월,554573,317282,237292
영국,2019.03 월,402683,578454,-175771
영국,2019.04 월,646880,295075,351805
영국,2019.05 월,439991,370793,69198
영국,2019.06 월,545587,276531,269056
영국,2019.07 월,451661,296564,155097
영국,2019.08 월,338069,456001,-117932
영국,2019.09 월,359590,252207,107383
영국,2019.10 월,372159,299211,72948
영국,2019.11 월,299791,310478,-10688
영국,2019.12 월,389963,363875,26088
영국,2020.01 월,360346,376344,-15998
영국,2020.02 월,377896,271235,106661
영국,2020.03 월,410513,331510,79003
영국,2020.04 월,367431,300837,66594
영국,2020.05 월,363560,369514,-5954
영국,2020.06 월,424723,288190,136532
영국,2020.07 월,387832,302079,85753
영국,2020.08 월,251773,468836,-217063
영국,2020.09 월,354657,334291,20366
영국,2020.10 월,401680,423160,-21479
영국,2020.11 월,403976,386152,17824
영국,2020.12 월,362986,518221,-155235
영국,2021.01 월,414098,539260,-125162
영국,2021.02 월,409161,417249,-8088
영국,2021.03 월,564474,433946,130528
영국,2021.04 월,462082,554367,-92285
영국,2021.05 월,526432,584690,-58258
영국,2021.06 월,562838,504089,58749
영국,2021.07 월,565578,475488,90090
영국,2021.08 월,476617,346709,129908
영국,2021.09 월,470043,349447,120595
영국,2021.10 월,478171,581080,-102909
영국,2021.11 월,494307,383222,111085
영국,2021.12 월,538353,640073,-101720
영국,2022.01 월,502473,378950,123524
영국,2022.02 월,510618,542224,-31606
영국,2022.03 월,728606,424082,304523
영국,2022.04 월,560179,641781,-81602
영국,2022.05 월,516382,752178,-235796
영국,2022.06 월,529686,480204,49482
영국,2022.07 월,568346,345428,222918
영국,2022.08 월,485022,468219,16804
영국,2022.09 월,593984,580089,13895
영국,2022.10 월,464670,384879,79792
영국,2022.11 월,400897,375672,25226
영국,2022.12 월,480135,401545,78589
영국,2023.01 월,465710,387566,78145
영국,2023.02 월,525288,439487,85800
영국,2023.03 월,574968,442191,132776
영국,2023.04 월,547192,358191,189002
영국,2023.05 월,581387,475933,105454
영국,2023.06 월,540110,414115,125995
브라질,2019.01 월,430586,444286,-13700
브라질,2019.02 월,374221,326197,48024
브라질,2019.03 월,437660,333090,104569
브라질,2019.04 월,422632,299847,122786
브라질,2019.05 월,449469,276852,172617
브라질,2019.06 월,435347,195794,239553
브라질,2019.07 월,425148,324558,100590
브라질,2019.08 월,407401,397522,9879
브라질,2019.09 월,365310,338499,26811
브라질,2019.10 월,380897,468308,-87411
브라질,2019.11 월,317972,465989,-148017
브라질,2019.12 월,362564,424654,-62090
브라질,2020.01 월,319525,346728,-27204
브라질,2020.02 월,360012,267654,92357
브라질,2020.03 월,358588,400125,-41537
브라질,2020.04 월,236665,333475,-96810
브라질,2020.05 월,208194,421836,-213642
브라질,2020.06 월,260659,244834,15825
브라질,2020.07 월,338073,308270,29803
브라질,2020.08 월,293807,311261,-17454
브라질,2020.09 월,401137,379442,21695
브라질,2020.10 월,355573,363590,-8017
브라질,2020.11 월,332949,506764,-173816
브라질,2020.12 월,478457,353388,125069
브라질,2021.01 월,440973,486413,-45440
브라질,2021.02 월,387574,536480,-148906
브라질,2021.03 월,443797,476313,-32517
브라질,2021.04 월,407932,448989,-41057
브라질,2021.05 월,333900,511991,-178091
브라질,2021.06 월,406245,746178,-339933
브라질,2021.07 월,376549,777555,-401006
브라질,2021.08 월,322290,429071,-106780
브라질,2021.09 월,382121,378983,3138
브라질,2021.10 월,344892,642143,-297252
브라질,2021.11 월,382724,565226,-182503
브라질,2021.12 월,437444,622374,-184929
브라질,2022.01 월,440882,634771,-193889
브라질,2022.02 월,528818,645044,-116226
브라질,2022.03 월,479413,750790,-271377
브라질,2022.04 월,396405,537975,-141570
브라질,2022.05 월,462473,489649,-27176
브라질,2022.06 월,383562,625415,-241853
브라질,2022.07 월,416897,824072,-407175
브라질,2022.08 월,419342,616648,-197306
브라질,2022.09 월,448273,778015,-329742
브라질,2022.10 월,318542,715126,-396584
브라질,2022.11 월,319878,711694,-391816
브라질,2022.12 월,361078,601038,-239960
브라질,2023.01 월,340846,688737,-347891
브라질,2023.02 월,342709,654796,-312087
브라질,2023.03 월,430055,665398,-235344
브라질,2023.04 월,344088,431771,-87684
브라질,2023.05 월,387472,689954,-302482
브라질,2023.06 월,389609,554546,-164937
사우디아라비아,2019.01 월,215290,1771641,-1556351
사우디아라비아,2019.02 월,280202,2053778,-1773576
사우디아라비아,2019.03 월,292903,1490446,-1197542
사우디아라비아,2019.04 월,288894,2092098,-1803203
사우디아라비아,2019.05 월,253962,1955037,-1701074
사우디아라비아,2019.06 월,297053,2048878,-1751826
사우디아라비아,2019.07 월,358419,1878079,-1519660
사우디아라비아,2019.08 월,326405,2259302,-1932897
사우디아라비아,2019.09 월,321590,1511360,-1189770
사우디아라비아,2019.10 월,365036,1570485,-1205449
사우디아라비아,2019.11 월,331281,1682833,-1351552
사우디아라비아,2019.12 월,366086,1526644,-1160558
사우디아라비아,2020.01 월,255848,2018583,-1762735
사우디아라비아,2020.02 월,271476,1745582,-1474106
사우디아라비아,2020.03 월,376710,1593871,-1217161
사우디아라비아,2020.04 월,278416,916152,-637737
사우디아라비아,2020.05 월,257467,740665,-483198
